ID,Image-ID,Name,Type
603,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=603&type=card","Chaos Orb","Artifact"
2265,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=2265&type=card","Chaoslace","Instant"
3435,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3435&type=card","Chaosphere","World Enchantment"
4808,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4808&type=card","Chaotic Goo","Creature - Ooze (0/0)"
4212,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4212&type=card","Charging Bandits","Creature - Human Rogue (3/3)"
3245,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3245&type=card","Chariot of the Sun","Artifact"
4431,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4431&type=card","Chimeric Sphere","Artifact"
4511,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4511&type=card","Choking Vines","Instant"
2719,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=2719&type=card","Chromatic Armor","Enchantment - Aura"
3635,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3635&type=card","Chronatog","Creature - Atog (1/2)"
3436,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3436&type=card","Cinder Cloud","Instant"
4539,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4539&type=card","Cinder Giant","Creature - Giant (5/3)"
3530,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3530&type=card","Circle of Despair","Enchantment"
4865,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4865&type=card","Circle of Protection: Blue","Enchantment"
4866,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4866&type=card","Circle of Protection: Green","Enchantment"
4867,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4867&type=card","Circle of Protection: Red","Enchantment"
4868,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4868&type=card","Circle of Protection: Shadow","Enchantment"
4869,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4869&type=card","Circle of Protection: White","Enchantment"
4452,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4452&type=card","Circling Vultures","Creature - Bird (3/2)"
3659,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3659&type=card","City of Solitude","Enchantment"
3482,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3482&type=card","Civic Guildmage","Creature - Human Wizard (1/1)"
2499,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=2499&type=card","Clairvoyance","Instant"
1804,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1804&type=card","Cleansing","Sorcery"
4870,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4870&type=card","Clergy en-Vec","Creature - Human Cleric (1/1)"
1604,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1604&type=card","Clergy of the Holy Nimbus","Creature - Human Cleric (1/1)"
4251,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4251&type=card","Cloak of Feathers","Sorcery"
3329,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3329&type=card","Cloak of Invisibility","Enchantment - Aura"
4253,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4253&type=card","Cloud Pirates","Creature - Human Pirate (1/1)"
6544,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=6544&type=card","Coastal Wizard","Creature - Human Wizard (1/1)"
2826,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=2826&type=card","Cocoon","Enchantment - Aura"
4453,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4453&type=card","Coils of the Medusa","Enchantment - Aura"
2677,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=2677&type=card","Cold Snap","Enchantment"
4600,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4600&type=card","Cold Storage","Artifact"
4255,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4255&type=card","Command of Unsummoning","Instant"
1829,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1829&type=card","Conch Horn","Artifact"
2032,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=2032&type=card","Conservator","Artifact"
5123,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5123&type=card","Constant Mists","Instant"
3437,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3437&type=card","Consuming Ferocity","Enchantment - Aura"
5125,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5125&type=card","Contemplation","Enchantment"
5126,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5126&type=card","Contempt","Enchantment - Aura"
1147,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1147&type=card","Contract from Below","Sorcery"
5129,"https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5129&type=card","Convulsing Licid","Creature - Licid (2/2)"
